instant,season,mnth,hr,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
251,1,1,19,2,3,0.1484200051182733,0.2273,0.93,0.0,0,51,1.5996388013001024
252,1,1,20,2,3,0.1484200051182733,0.1515,0.93,0.194,0,32,1.503300998004841
253,1,1,21,2,3,0.1484200051182733,0.197,0.86,0.0896,0,20,1.3973634811730353
254,1,1,22,2,3,0.1484200051182733,0.1818,0.93,0.1045,1,28,1.4818766360989102
255,1,1,23,2,3,0.1484200051182733,0.197,0.93,0.0896,1,18,1.3852268599316875
256,1,1,0,3,2,0.1484200051182733,0.197,0.86,0.0896,0,7,1.1247482629090362
257,1,1,1,3,2,0.1484200051182733,0.1818,0.86,0.1045,0,6,1.0804178182729878
258,1,1,2,3,1,0.13102826240640408,0.1515,0.86,0.1343,0,1,0.5265890341390445
259,1,1,5,3,1,0.13102826240640408,0.1515,0.86,0.1642,0,5,1.026672031199051
260,1,1,6,3,1,0.11332868530700317,0.1515,0.93,0.1343,0,16,1.3437034446606386
261,1,1,7,3,1,0.13102826240640408,0.1515,0.69,0.1343,0,54,1.6109034750189168
262,1,1,8,3,1,0.1484200051182733,0.1667,0.59,0.1642,3,125,1.7681175901689328
263,1,1,9,3,1,0.1484200051182733,0.1364,0.59,0.3284,3,78,1.6876424851132221
264,1,1,10,3,1,0.16551443847757338,0.1818,0.55,0.2239,0,39,1.5451936315479267
265,1,1,11,3,1,0.18232155679395465,0.1818,0.51,0.3881,3,32,1.5224670302876946
266,1,1,12,3,1,0.18232155679395465,0.1515,0.47,0.5821,3,52,1.6144954397020792
267,1,1,13,3,1,0.1988508587451652,0.197,0.44,0.3582,0,49,1.5916858743493758
268,1,1,14,3,1,0.18232155679395465,0.1818,0.47,0.3284,0,44,1.570002974208493
269,1,1,15,3,1,0.18232155679395465,0.1667,0.47,0.4179,1,48,1.5916858743493758
270,1,1,16,3,1,0.1988508587451652,0.197,0.44,0.3284,5,63,1.6551961525056738
271,1,1,17,3,1,0.18232155679395465,0.1818,0.47,0.3582,0,139,1.781985597277665
272,1,1,18,3,1,0.18232155679395465,0.1515,0.47,0.5224,2,135,1.7795609835022244
273,1,1,19,3,1,0.16551443847757338,0.1515,0.47,0.4179,1,82,1.6920895459931111
274,1,1,20,3,1,0.1484200051182733,0.1364,0.5,0.3284,2,54,1.6180113091810355
275,1,1,21,3,1,0.1484200051182733,0.1364,0.55,0.3284,0,57,1.6214540309583532
276,1,1,22,3,1,0.1484200051182733,0.1212,0.55,0.4478,1,32,1.5099182003836584
277,1,1,23,3,1,0.13102826240640408,0.1061,0.59,0.4179,1,19,1.3973634811730353
278,1,1,0,4,1,0.13102826240640408,0.1212,0.59,0.2836,1,6,1.1247482629090362
279,1,1,1,4,1,0.13102826240640408,0.1212,0.5,0.2836,0,2,0.7412763113750153
280,1,1,2,4,1,0.13102826240640408,0.1212,0.5,0.3582,0,2,0.7412763113750153
281,1,1,3,4,1,0.13102826240640408,0.1212,0.5,0.3284,0,3,0.8697416861919438
282,1,1,4,4,1,0.13102826240640408,0.1212,0.5,0.2537,0,4,0.9591348389208239
283,1,1,5,4,1,0.13102826240640408,0.1212,0.5,0.2985,0,3,0.8697416861919438
284,1,1,6,4,1,0.11332868530700317,0.1515,0.54,0.1343,0,28,1.4741440143630178
285,1,1,7,4,1,0.11332868530700317,0.1515,0.54,0.1343,0,72,1.6659050929776016
286,1,1,8,4,1,0.13102826240640408,0.1364,0.5,0.194,5,197,1.8273919355670145
287,1,1,9,4,1,0.13102826240640408,0.1212,0.5,0.3284,2,137,1.781985597277665
288,1,1,10,4,2,0.1484200051182733,0.1364,0.5,0.3582,2,36,1.5397794579522743
289,1,1,11,4,2,0.18232155679395465,0.1667,0.44,0.4478,4,33,1.5341940066777084
290,1,1,12,4,1,0.18232155679395465,0.1667,0.44,0.4179,3,49,1.6034785735048491
291,1,1,13,4,1,0.1988508587451652,0.197,0.41,0.4478,2,81,1.6920895459931111
292,1,1,14,4,1,0.1988508587451652,0.197,0.41,0.3881,3,39,1.5604997616108316
293,1,1,15,4,1,0.2151113796169455,0.2121,0.38,0.2985,5,55,1.6313704001963978
294,1,1,16,4,1,0.2151113796169455,0.2121,0.38,0.3582,2,76,1.6807250824647135
295,1,1,17,4,1,0.18232155679395465,0.1818,0.4,0.2836,4,158,1.8072636887169242
296,1,1,18,4,1,0.18232155679395465,0.1818,0.4,0.3284,3,141,1.7878742218230284
297,1,1,19,4,1,0.1484200051182733,0.1515,0.47,0.2537,1,98,1.7236894193081456
298,1,1,20,4,1,0.1484200051182733,0.1515,0.47,0.2239,0,64,1.6437209301888343
299,1,1,21,4,1,0.13102826240640408,0.1212,0.46,0.2985,0,40,1.5504460211620947
300,1,1,22,4,1,0.13102826240640408,0.1212,0.46,0.3284,0,30,1.4892992254175486
301,1,1,23,4,1,0.11332868530700317,0.1364,0.5,0.194,1,14,1.327761429538331
302,1,1,0,5,1,0.11332868530700317,0.1364,0.5,0.194,0,14,1.3105061862047918
303,1,1,1,5,1,0.09531017980432487,0.1212,0.54,0.1642,0,5,1.026672031199051
304,1,1,2,5,1,0.09531017980432487,0.1212,0.54,0.1343,0,1,0.5265890341390445
305,1,1,3,5,1,0.09531017980432487,0.1364,0.54,0.1045,0,1,0.5265890341390445
306,1,1,5,5,1,0.09531017980432487,0.1364,0.54,0.0896,0,8,1.1622831138840004
307,1,1,6,5,1,0.09531017980432487,0.1818,0.54,0.0,0,17,1.358504720646626
308,1,1,7,5,1,0.09531017980432487,0.1212,0.74,0.1642,0,70,1.6606403793348095
309,1,1,8,5,1,0.11332868530700317,0.1667,0.68,0.0,2,156,1.8031780619573843
310,1,1,9,5,1,0.13102826240640408,0.1515,0.69,0.1343,0,117,1.752790725901759
311,1,1,10,5,1,0.16551443847757338,0.1818,0.55,0.194,4,40,1.570002974208493
312,1,1,11,5,1,0.16551443847757338,0.1667,0.51,0.2836,6,47,1.607232291151654
313,1,1,12,5,1,0.18232155679395465,0.197,0.44,0.2537,2,59,1.63454690370149
314,1,1,13,5,1,0.1988508587451652,0.197,0.37,0.3881,4,73,1.6783497616208911
315,1,1,14,5,1,0.1988508587451652,0.2121,0.41,0.2836,5,59,1.6437209301888343
316,1,1,15,5,1,0.2151113796169455,0.2424,0.38,0.1642,9,59,1.6551961525056738
317,1,1,16,5,1,0.1988508587451652,0.2424,0.41,0.1045,3,87,1.7067206012930416
318,1,1,17,5,1,0.1988508587451652,0.2273,0.41,0.1642,4,155,1.804210600378433
319,1,1,18,5,1,0.18232155679395465,0.2576,0.47,0.0,5,134,1.781985597277665
320,1,1,19,5,1,0.1484200051182733,0.197,0.59,0.0896,3,89,1.710657776180059
321,1,1,20,5,1,0.16551443847757338,0.2424,0.59,0.0,0,68,1.6551961525056738
322,1,1,21,5,1,0.1484200051182733,0.2273,0.69,0.0,4,48,1.6034785735048491
323,1,1,22,5,2,0.1484200051182733,0.2273,0.69,0.0,2,34,1.5284269505599697
324,1,1,23,5,2,0.16551443847757338,0.2424,0.55,0.0,1,26,1.4660765372061442
325,1,1,0,6,1,0.16551443847757338,0.2424,0.55,0.0,3,25,1.4741440143630178
326,1,1,1,6,2,0.1484200051182733,0.197,0.59,0.0896,2,18,1.3973634811730353
327,1,1,2,6,2,0.1484200051182733,0.197,0.59,0.0896,0,12,1.2711498482847257
328,1,1,3,6,2,0.1484200051182733,0.2273,0.59,0.0,1,7,1.1622831138840004
329,1,1,4,6,2,0.1484200051182733,0.2273,0.59,0.0,0,5,1.026672031199051
330,1,1,5,6,1,0.1484200051182733,0.2273,0.59,0.0,0,1,0.5265890341390445
331,1,1,6,6,1,0.13102826240640408,0.1667,0.63,0.1045,1,2,0.8697416861919438
332,1,1,7,6,1,0.13102826240640408,0.2121,0.63,0.0,1,9,1.223156202527103
333,1,1,8,6,1,0.13102826240640408,0.1515,0.63,0.1343,1,22,1.4298455472897516
334,1,1,9,6,1,0.1484200051182733,0.1818,0.64,0.1343,2,31,1.5099182003836584
335,1,1,10,6,1,0.16551443847757338,0.197,0.59,0.1642,2,57,1.6281310150671582
336,1,1,11,6,1,0.18232155679395465,0.197,0.55,0.2239,18,54,1.6659050929776016
337,1,1,12,6,1,0.2151113796169455,0.2273,0.48,0.2239,15,74,1.7047134862451474
338,1,1,13,6,1,0.2468600779315258,0.2576,0.38,0.2985,21,80,1.7272161148848966
339,1,1,14,6,1,0.262364264467491,0.2879,0.39,0.2836,26,92,1.7542520263946595
340,1,1,15,6,2,0.2776317365982795,0.3182,0.36,0.194,21,108,1.7694345201285457
341,1,1,16,6,2,0.29266961396282,0.3333,0.34,0.194,33,95,1.7681175901689328
342,1,1,17,6,2,0.2776317365982795,0.303,0.36,0.2836,29,54,1.6920895459931111
343,1,1,18,6,2,0.262364264467491,0.2879,0.45,0.2537,15,69,1.6942663054703442
344,1,1,19,6,2,0.2776317365982795,0.303,0.39,0.2537,14,60,1.6710010327416251
345,1,1,20,6,2,0.2776317365982795,0.303,0.39,0.2537,6,35,1.5555453730992024
346,1,1,21,6,2,0.2776317365982795,0.303,0.39,0.2239,6,51,1.6214540309583532
347,1,1,22,6,2,0.262364264467491,0.3182,0.42,0.1045,0,26,1.4576463830228739
348,1,1,23,6,1,0.262364264467491,0.2879,0.45,0.2836,5,39,1.570002974208493
349,1,1,0,0,1,0.23111172096338664,0.303,0.56,0.0,6,33,1.5451936315479267
350,1,1,1,0,1,0.23111172096338664,0.2727,0.56,0.1343,4,19,1.4298455472897516
351,1,1,2,0,1,0.23111172096338664,0.2879,0.56,0.0896,3,13,1.3437034446606386
352,1,1,3,0,1,0.1988508587451652,0.2727,0.69,0.0,9,6,1.327761429538331
353,1,1,4,0,1,0.23111172096338664,0.2576,0.56,0.1642,0,1,0.5265890341390445
354,1,1,5,0,2,0.23111172096338664,0.2576,0.56,0.1642,1,1,0.7412763113750153
355,1,1,6,0,2,0.23111172096338664,0.2576,0.56,0.1642,0,1,0.5265890341390445
356,1,1,7,0,2,0.2151113796169455,0.2121,0.56,0.2985,0,3,0.8697416861919438
357,1,1,8,0,1,0.1988508587451652,0.2121,0.55,0.2836,0,18,1.372306733580753
358,1,1,9,0,1,0.1988508587451652,0.2121,0.51,0.2537,3,29,1.503300998004841
359,1,1,10,0,1,0.1988508587451652,0.2121,0.51,0.2836,8,71,1.6830650011356274
360,1,1,11,0,1,0.2151113796169455,0.2273,0.44,0.2537,23,70,1.712589050021264
361,1,1,12,0,1,0.2151113796169455,0.2121,0.41,0.2836,29,75,1.7323562465403226
362,1,1,13,0,1,0.23111172096338664,0.2273,0.35,0.2985,23,95,1.7542520263946595
363,1,1,14,0,1,0.2468600779315258,0.2727,0.36,0.2537,22,69,1.7087018253879918
364,1,1,15,0,1,0.23111172096338664,0.2424,0.38,0.2537,35,78,1.7467966996992919
365,1,1,16,0,1,0.2151113796169455,0.2273,0.38,0.2239,22,77,1.7236894193081456
366,1,1,17,0,1,0.1988508587451652,0.2121,0.37,0.2537,23,82,1.7340313214932865
367,1,1,18,0,1,0.18232155679395465,0.2121,0.4,0.1642,11,56,1.6524030880939045
368,1,1,19,0,1,0.16551443847757338,0.197,0.47,0.1343,14,47,1.63454690370149
369,1,1,20,0,1,0.16551443847757338,0.197,0.47,0.1642,7,50,1.6214540309583532
370,1,1,21,0,1,0.16551443847757338,0.197,0.51,0.1642,6,22,1.4741440143630178
371,1,1,22,0,2,0.18232155679395465,0.2121,0.49,0.1343,2,19,1.4087998161504007
372,1,1,23,0,2,0.18232155679395465,0.2273,0.4,0.1045,0,18,1.372306733580753
373,1,1,0,1,2,0.18232155679395465,0.197,0.47,0.2239,1,16,1.358504720646626
374,1,1,1,1,2,0.18232155679395465,0.197,0.44,0.194,1,15,1.3437034446606386
375,1,1,2,1,2,0.16551443847757338,0.1667,0.43,0.2537,0,8,1.1622831138840004
376,1,1,3,1,2,0.16551443847757338,0.1818,0.43,0.194,0,2,0.7412763113750153
377,1,1,4,1,2,0.16551443847757338,0.197,0.43,0.1343,1,2,0.8697416861919438
378,1,1,5,1,2,0.16551443847757338,0.197,0.43,0.1642,0,1,0.5265890341390445
379,1,1,6,1,2,0.16551443847757338,0.1818,0.43,0.194,0,5,1.026672031199051
380,1,1,7,1,2,0.1484200051182733,0.1818,0.5,0.1343,4,9,1.2917246727283112
381,1,1,8,1,2,0.1484200051182733,0.1515,0.47,0.2239,3,30,1.5099182003836584
382,1,1,9,1,2,0.1484200051182733,0.1515,0.47,0.2239,8,39,1.583340520839692
383,1,1,10,1,2,0.1484200051182733,0.1515,0.5,0.2537,7,50,1.6214540309583532
384,1,1,11,1,2,0.1484200051182733,0.1515,0.55,0.194,9,55,1.6437209301888343
385,1,1,12,1,2,0.16551443847757338,0.197,0.47,0.1343,10,70,1.6853704905634923
386,1,1,13,1,2,0.16551443847757338,0.197,0.47,0.1343,13,80,1.712589050021264
387,1,1,14,1,2,0.16551443847757338,0.2121,0.43,0.1045,12,74,1.6985302777514544
388,1,1,15,1,2,0.18232155679395465,0.2121,0.47,0.1642,21,72,1.712589050021264
389,1,1,16,1,2,0.18232155679395465,0.2121,0.47,0.1642,6,76,1.68988188256892
390,1,1,17,1,1,0.18232155679395465,0.197,0.51,0.194,4,67,1.6632944814375767
391,1,1,18,1,2,0.16551443847757338,0.1667,0.55,0.2537,7,85,1.710657776180059
392,1,1,19,1,3,0.16551443847757338,0.1818,0.59,0.194,2,58,1.6313704001963978
393,1,1,20,1,3,0.1484200051182733,0.1515,0.8,0.194,4,29,1.5099182003836584
394,1,1,21,1,3,0.1484200051182733,0.1515,0.8,0.194,3,24,1.4660765372061442
395,1,1,22,1,3,0.13102826240640408,0.1212,0.93,0.2537,0,13,1.2917246727283112
396,1,1,23,1,3,0.1484200051182733,0.1364,0.86,0.2836,1,3,0.9591348389208239
397,1,1,12,2,2,0.18232155679395465,0.1818,0.86,0.3284,0,3,0.8697416861919438
398,1,1,13,2,2,0.18232155679395465,0.197,0.86,0.2239,0,22,1.4196068415100236
399,1,1,14,2,2,0.1988508587451652,0.2273,0.8,0.1642,2,26,1.4741440143630178
400,1,1,15,2,2,0.1988508587451652,0.2273,0.87,0.1642,3,32,1.5224670302876946
401,1,1,16,2,2,0.1988508587451652,0.2273,0.87,0.194,0,61,1.63454690370149
402,1,1,17,2,2,0.1988508587451652,0.2273,0.82,0.194,1,124,1.7640939343176614
403,1,1,18,2,2,0.1988508587451652,0.2273,0.8,0.1642,1,132,1.7745861482661287
404,1,1,19,2,2,0.1988508587451652,0.2273,0.8,0.1343,1,98,1.7236894193081456
405,1,1,20,2,2,0.1988508587451652,0.2727,0.87,0.0,0,83,1.6920895459931111
406,1,1,21,2,2,0.1988508587451652,0.2424,0.93,0.1045,0,41,1.5555453730992024
407,1,1,22,2,2,0.1988508587451652,0.2576,0.93,0.0896,0,33,1.5099182003836584
408,1,1,23,2,2,0.1988508587451652,0.2727,0.93,0.0,1,19,1.3973634811730353
409,1,1,0,3,2,0.1988508587451652,0.2727,0.93,0.0,0,3,0.8697416861919438
410,1,1,1,3,3,0.1988508587451652,0.2273,0.93,0.1343,1,6,1.1247482629090362
411,1,1,2,3,3,0.1988508587451652,0.2273,0.93,0.1343,0,3,0.8697416861919438
412,1,1,4,3,3,0.1988508587451652,0.2273,0.93,0.1343,1,1,0.7412763113750153
413,1,1,5,3,2,0.1988508587451652,0.2576,0.93,0.0896,0,7,1.1247482629090362
414,1,1,6,3,2,0.1988508587451652,0.2576,0.93,0.0896,0,32,1.503300998004841
415,1,1,7,3,2,0.2151113796169455,0.2576,0.92,0.1045,1,89,1.7067206012930416
416,1,1,8,3,2,0.2151113796169455,0.2576,0.93,0.1045,1,196,1.8273919355670145
417,1,1,9,3,2,0.2151113796169455,0.2576,0.93,0.1045,2,107,1.7405504459900154
418,1,1,10,3,2,0.23111172096338664,0.2727,0.93,0.1343,1,46,1.583340520839692
419,1,1,11,3,2,0.2468600779315258,0.303,0.87,0.0896,5,47,1.6034785735048491
420,1,1,12,3,2,0.262364264467491,0.3182,0.81,0.0896,5,65,1.6606403793348095
421,1,1,13,3,1,0.33647223662121295,0.4091,0.62,0.2836,11,67,1.6807250824647135
422,1,1,14,3,1,0.33647223662121295,0.4091,0.58,0.2537,7,68,1.6734888160092363
423,1,1,15,3,1,0.33647223662121295,0.4091,0.54,0.2836,4,78,1.68988188256892
424,1,1,16,3,1,0.3220834991691133,0.3939,0.58,0.3881,10,94,1.7323562465403226
425,1,1,17,3,1,0.3074846997479606,0.3333,0.57,0.3284,7,190,1.8273919355670145
426,1,1,18,3,1,0.29266961396282,0.3182,0.61,0.2836,5,156,1.8062533133730014
427,1,1,19,3,1,0.2776317365982795,0.2879,0.57,0.4179,4,108,1.74525954872198
428,1,1,20,3,1,0.2776317365982795,0.303,0.49,0.2985,2,74,1.6759380249901916
429,1,1,21,3,1,0.2776317365982795,0.2879,0.49,0.4179,4,55,1.6281310150671582
430,1,1,22,3,1,0.262364264467491,0.303,0.52,0.1642,6,53,1.6281310150671582
431,1,1,23,3,1,0.262364264467491,0.2727,0.52,0.4627,1,27,1.4741440143630178
432,1,1,0,4,1,0.23111172096338664,0.2273,0.56,0.3881,5,8,1.2917246727283112
433,1,1,1,4,1,0.23111172096338664,0.2727,0.56,0.0,2,3,1.026672031199051
434,1,1,2,4,1,0.23111172096338664,0.2727,0.56,0.0,0,2,0.7412763113750153
435,1,1,3,4,1,0.23111172096338664,0.2576,0.56,0.1642,0,1,0.5265890341390445
436,1,1,4,4,1,0.23111172096338664,0.2576,0.56,0.1642,0,1,0.5265890341390445
437,1,1,5,4,1,0.2151113796169455,0.2273,0.6,0.2239,0,6,1.0804178182729878
438,1,1,6,4,1,0.1988508587451652,0.2121,0.6,0.2239,0,35,1.5224670302876946
439,1,1,7,4,1,0.1988508587451652,0.2121,0.55,0.2239,1,100,1.7272161148848966
440,1,1,8,4,1,0.1988508587451652,0.2121,0.55,0.2836,2,247,1.8273919355670145
441,1,1,9,4,2,0.2151113796169455,0.2273,0.52,0.2239,3,140,1.7867156538126496
442,1,1,10,4,1,0.23111172096338664,0.2273,0.48,0.2985,1,56,1.6214540309583532
443,1,1,11,4,2,0.2468600779315258,0.2727,0.45,0.1642,5,63,1.6551961525056738
444,1,1,12,4,2,0.262364264467491,0.3333,0.42,0.0,7,77,1.6942663054703442
445,1,1,13,4,2,0.2468600779315258,0.2879,0.45,0.1045,12,86,1.7218947624700471
446,1,1,14,4,2,0.262364264467491,0.303,0.45,0.1343,6,75,1.6876424851132221
447,1,1,15,4,2,0.2776317365982795,0.3182,0.45,0.194,8,62,1.6606403793348095
448,1,1,16,4,2,0.262364264467491,0.303,0.49,0.1343,8,83,1.7087018253879918
449,1,1,17,4,2,0.262364264467491,0.3182,0.49,0.1045,8,207,1.8273919355670145
450,1,1,18,4,2,0.23111172096338664,0.2576,0.56,0.194,1,184,1.8273919355670145
451,1,1,19,4,1,0.23111172096338664,0.2273,0.56,0.3284,6,146,1.7968196318819551
452,1,1,20,4,2,0.23111172096338664,0.2424,0.6,0.2836,2,124,1.765447506801529
453,1,1,21,4,2,0.2151113796169455,0.2273,0.6,0.2537,3,54,1.6214540309583532
454,1,1,22,4,2,0.2151113796169455,0.2121,0.65,0.2836,0,56,1.6180113091810355
455,1,1,23,4,2,0.2151113796169455,0.2121,0.65,0.3284,3,28,1.496434016604423
456,1,1,0,5,2,0.2151113796169455,0.2273,0.7,0.2537,1,20,1.4087998161504007
457,1,1,1,5,2,0.2151113796169455,0.2273,0.7,0.2537,0,6,1.0804178182729878
458,1,1,2,5,3,0.2151113796169455,0.2424,0.75,0.1642,0,2,0.7412763113750153
459,1,1,3,5,3,0.1988508587451652,0.2121,0.8,0.2985,0,1,0.5265890341390445
460,1,1,4,5,2,0.1988508587451652,0.2576,0.87,0.0896,0,1,0.5265890341390445
461,1,1,5,5,1,0.2151113796169455,0.197,0.6,0.4179,1,4,1.026672031199051
462,1,1,6,5,1,0.1988508587451652,0.2121,0.55,0.2537,0,27,1.4660765372061442
463,1,1,7,5,1,0.18232155679395465,0.1818,0.51,0.2836,2,66,1.6551961525056738
464,1,1,8,5,1,0.18232155679395465,0.1818,0.47,0.3284,7,210,1.8273919355670145
465,1,1,9,5,1,0.18232155679395465,0.1818,0.51,0.3582,7,159,1.8112342343546721
466,1,1,10,5,1,0.18232155679395465,0.1667,0.47,0.4627,6,57,1.6407200993500939
467,1,1,11,5,1,0.1988508587451652,0.1818,0.41,0.4627,6,53,1.6281310150671582
468,1,1,12,5,1,0.1988508587451652,0.1818,0.27,0.5821,11,67,1.6807250824647135
469,1,1,13,5,1,0.18232155679395465,0.1515,0.21,0.5821,8,65,1.6684735252826461
470,1,1,14,5,1,0.18232155679395465,0.1515,0.25,0.5224,6,56,1.637662762520353
471,1,1,15,5,1,0.1484200051182733,0.1212,0.26,0.4478,4,61,1.6466671712706678
472,1,1,16,5,1,0.1484200051182733,0.1364,0.26,0.3582,0,97,1.7200786095266942
473,1,1,17,5,1,0.13102826240640408,0.1212,0.28,0.3582,10,151,1.8062533133730014
474,1,1,18,5,1,0.11332868530700317,0.1212,0.3,0.2537,1,119,1.757131886054717
475,1,1,19,5,1,0.11332868530700317,0.1061,0.3,0.3284,3,93,1.7182404735813999
476,1,1,20,5,1,0.09531017980432487,0.0758,0.33,0.4179,1,52,1.607232291151654
477,1,1,21,5,1,0.07696104113612832,0.0758,0.38,0.2836,0,41,1.5555453730992024
478,1,1,22,5,1,0.05826890812397577,0.0303,0.41,0.3881,1,33,1.5163019408528369
479,1,1,23,5,1,0.05826890812397577,0.0455,0.38,0.3284,0,27,1.4660765372061442
480,1,1,0,6,1,0.039220713153281295,0.0303,0.45,0.2537,0,13,1.2917246727283112
481,1,1,1,6,2,0.039220713153281295,0.0,0.41,0.3881,3,9,1.2711498482847257
482,1,1,2,6,2,0.039220713153281295,0.0303,0.41,0.2537,0,11,1.2484412575662103
483,1,1,3,6,2,0.039220713153281295,0.0303,0.41,0.2836,1,6,1.1247482629090362
484,1,1,4,6,2,0.019802627296179712,0.0152,0.48,0.2985,0,3,0.8697416861919438
485,1,1,6,6,2,0.019802627296179712,0.0303,0.44,0.2239,0,2,0.7412763113750153
486,1,1,7,6,1,0.019802627296179712,0.0152,0.44,0.2836,0,8,1.1622831138840004
487,1,1,8,6,1,0.019802627296179712,0.0,0.44,0.3284,1,26,1.4660765372061442
488,1,1,9,6,1,0.039220713153281295,0.0303,0.41,0.2537,3,37,1.5504460211620947
489,1,1,10,6,2,0.039220713153281295,0.0606,0.41,0.1642,3,50,1.607232291151654
490,1,1,11,6,2,0.05826890812397577,0.0758,0.38,0.1343,4,59,1.6407200993500939
491,1,1,12,6,2,0.05826890812397577,0.1061,0.38,0.1045,10,60,1.6606403793348095
492,1,1,13,6,1,0.07696104113612832,0.1667,0.35,0.0,12,72,1.6942663054703442
493,1,1,14,6,1,0.09531017980432487,0.1364,0.33,0.1045,11,64,1.6734888160092363
494,1,1,15,6,1,0.11332868530700317,0.1515,0.28,0.0,10,93,1.7306622908306295
495,1,1,16,6,1,0.11332868530700317,0.1364,0.28,0.194,11,72,1.6920895459931111
496,1,1,17,6,1,0.11332868530700317,0.197,0.28,0.0,8,59,1.6524030880939045
497,1,1,18,6,1,0.07696104113612832,0.0909,0.35,0.194,0,54,1.6109034750189168
498,1,1,19,6,1,0.07696104113612832,0.1061,0.35,0.1343,6,53,1.6281310150671582
499,1,1,20,6,1,0.05826890812397577,0.0758,0.45,0.1642,1,44,1.5745651437258248
